Date,Open,High,Low,Close,Volume,VIX,IV
2023-06-21 00:00:00-04:00,100.39297687338318,101.67854311004884,99.85503977126228,101.3503189086914,6854800,18.0,0.18
2023-06-22 00:00:00-04:00,101.75149388153145,103.7938158532727,101.75149388153145,103.68441009521484,7884100,13.199999809265137,0.13199999809265137
2023-06-23 00:00:00-04:00,104.0855893073996,104.76940316055612,103.0461858509766,104.48675537109375,16407900,12.90999984741211,0.1290999984741211
2023-06-26 00:00:00-04:00,104.34087406845791,104.4867507334772,101.9156110379726,103.10089111328125,7685100,13.4399995803833,0.134399995803833
2023-06-27 00:00:00-04:00,102.87295336049382,103.67529240985218,101.99767250043547,103.31970977783203,7093900,14.25,0.1425
2023-06-28 00:00:00-04:00,103.43822872068371,103.5476414300884,101.60561279192113,102.51736450195312,8173800,13.739999771118164,0.13739999771118164
2023-06-29 00:00:00-04:00,102.34413360108562,103.83028644449952,101.94296060644788,103.52029418945312,6281800,13.430000305175781,0.13430000305175782
2023-06-30 00:00:00-04:00,103.74822235402975,105.40761009903085,103.41999119953607,105.20702362060547,8090600,13.539999961853027,0.13539999961853028
2023-07-03 00:00:00-04:00,104.36821474563088,104.50497888731125,103.51116595013946,104.24057006835938,2834600,13.59000015258789,0.13590000152587892
2023-07-05 00:00:00-04:00,103.9761750683687,104.33175771032852,103.41088645381289,103.66617584228516,5861500,13.569999694824219,0.1356999969482422
2023-07-06 00:00:00-04:00,102.9367912260157,103.42913808830299,101.8518042356355,101.88827514648438,7257400,14.180000305175781,0.1418000030517578
2023-07-07 00:00:00-04:00,101.26825364242434,101.66030712302671,99.16210959524871,99.38092803955078,11316600,15.4399995803833,0.154399995803833
2023-07-10 00:00:00-04:00,99.50858182692241,100.83973849887542,99.47211092351243,100.25621795654297,5949200,14.829999923706055,0.14829999923706055
2023-07-11 00:00:00-04:00,99.81858646667935,100.31092629925628,98.69712873308671,99.10741424560547,6084400,15.069999694824219,0.15069999694824218
2023-07-12 00:00:00-04:00,98.80653988219953,99.42653135189042,97.73067253644517,97.9859619140625,8376700,14.84000015258789,0.1484000015258789
2023-07-13 00:00:00-04:00,97.85833322091057,98.38715099305064,96.88275896491456,96.93746185302734,9764400,13.539999961853027,0.13539999961853028
2023-07-14 00:00:00-04:00,96.88273746316288,98.17742320600453,96.88273746316288,97.86742401123047,7209900,13.609999656677246,0.13609999656677246
2023-07-17 00:00:00-04:00,97.5939077720192,97.95860986181178,95.9983422157762,96.25363159179688,7376400,13.34000015258789,0.13340000152587891
2023-07-18 00:00:00-04:00,96.53628293467942,97.58479894863291,96.05305556935583,96.60010528564453,7499100,13.479999542236328,0.1347999954223633
2023-07-19 00:00:00-04:00,96.7915792946544,97.90391070345844,96.56364133319123,96.60010528564453,6608600,13.300000190734863,0.13300000190734862
2023-07-20 00:00:00-04:00,97.14716082240747,99.33535966198242,96.7003974147598,98.88860321044922,8073000,13.760000228881836,0.13760000228881836
2023-07-21 00:00:00-04:00,99.13477296246246,100.85798325039853,98.8156542782333,100.64827728271484,8194000,13.989999771118164,0.13989999771118164
2023-07-24 00:00:00-04:00,100.28357535606331,100.60268708472707,98.92506716482964,99.1894760131836,6045500,13.600000381469727,0.13600000381469726
2023-07-25 00:00:00-04:00,98.1409655591507,99.1256591963336,97.84920525436848,98.0406723022461,6498700,13.90999984741211,0.1390999984741211
2023-07-26 00:00:00-04:00,97.37508162213359,98.47830031358,96.70038037458066,97.68507385253906,7042700,13.859999656677246,0.13859999656677247
2023-07-27 00:00:00-04:00,97.7762623506993,98.12273249109992,95.88893637849897,95.98011016845703,9813100,13.1899995803833,0.13189999580383302
2023-07-28 00:00:00-04:00,96.12599790950189,97.23833628047258,95.95276283189068,96.9556884765625,6903800,14.40999984741211,0.14409999847412108
2023-07-31 00:00:00-04:00,97.14716848566765,97.34774806209657,96.34482235549186,97.23834228515625,7397500,13.329999923706055,0.13329999923706054
2023-08-01 00:00:00-04:00,99.9279868052458,99.9279868052458,95.86157498161948,95.98921966552734,10009200,13.630000114440918,0.13630000114440918
2023-08-02 00:00:00-04:00,96.67304162679008,98.59683846905598,95.6245256722292,96.37216186523438,10873500,13.930000305175781,0.13930000305175783
2023-08-03 00:00:00-04:00,95.80686564782285,96.44508902435028,95.6153986348646,96.39950561523438,6039300,16.09000015258789,0.1609000015258789
2023-08-04 00:00:00-04:00,96.31744537508182,97.02861056110622,95.2871684973943,95.73392486572266,6700700,15.920000076293945,0.15920000076293944
2023-08-07 00:00:00-04:00,95.99834779032544,96.90098012398906,95.20512122067305,96.72774505615234,8259100,17.100000381469727,0.17100000381469727
2023-08-08 00:00:00-04:00,96.36304598000561,97.73067362340682,96.36304598000561,97.0195083618164,10152200,15.770000457763672,0.15770000457763672
2023-08-09 00:00:00-04:00,96.89185831529453,97.3659731349257,96.45422135760393,96.73686218261719,6479500,15.989999771118164,0.15989999771118163
2023-08-10 00:00:00-04:00,96.83715215301949,97.5939077720192,96.11686743861043,96.25363159179688,6525700,15.960000038146973,0.15960000038146974
2023-08-11 00:00:00-04:00,96.60008789117397,98.20477279863623,96.27185672928138,97.95860290527344,5904300,15.850000381469727,0.15850000381469725
2023-08-14 00:00:00-04:00,98.39624233440749,99.77298935667311,97.84007323786686,99.29888153076172,8427200,14.84000015258789,0.1484000015258789
2023-08-15 00:00:00-04:00,99.28066003207934,99.76388740759343,98.85213554251337,99.07096099853516,5118700,14.819999694824219,0.14819999694824218
2023-08-16 00:00:00-04:00,98.9250596728377,99.80945993680805,98.72447318540772,99.134765625,5332900,16.459999084472656,0.16459999084472657
2023-08-17 00:00:00-04:00,99.07096343367076,100.54799703949212,98.76096417474419,99.30801391601562,6457800,16.780000686645508,0.16780000686645508
2023-08-18 00:00:00-04:00,99.35360205245588,99.83682942895099,98.66066868587616,99.56330108642578,6711400,17.889999389648438,0.17889999389648437
2023-08-21 00:00:00-04:00,99.46298843935611,100.2926858154914,99.33534375935272,99.9644546508789,6012500,17.299999237060547,0.17299999237060548
